soc_code,isco_code,occupation,fo_probability,task_routine,task_cognitive,task_manual,lmic_note,risk_category,region,lmic_calibration_factor,lmic_adjusted_probability,lmic_risk_category
53-5011,8350,Sailors and marine oilers,0.83,0.76,0.28,0.72,,High,South Asia,0.72,0.598,Medium
53-5021,8350,Ship and boat captains,0.27,0.38,0.68,0.55,Navigation automation partial,Low,South Asia,0.72,0.194,Low
53-5022,8350,Ship engineers,0.33,0.42,0.65,0.55,,Medium,South Asia,0.72,0.238,Low
53-6011,4323,Bridge and lock tenders,0.9,0.86,0.2,0.4,,High,South Asia,0.72,0.648,Medium
53-6021,4323,Parking lot attendants,0.98,0.94,0.1,0.35,,High,South Asia,0.72,0.706,High
53-6031,4323,Automotive and watercraft service attendants,0.9,0.86,0.15,0.45,,High,South Asia,0.72,0.648,Medium
53-6041,4323,Traffic technicians,0.48,0.5,0.52,0.35,,Medium,South Asia,0.72,0.346,Medium
53-6051,4323,Transportation inspectors,0.46,0.5,0.58,0.4,,Medium,South Asia,0.72,0.331,Medium
53-7011,9333,Conveyor operators and tenders,0.96,0.92,0.1,0.65,,High,South Asia,0.72,0.691,Medium
53-7021,9333,Crane and tower operators,0.59,0.56,0.38,0.72,,Medium,South Asia,0.72,0.425,Medium
53-7031,9333,Dredge operators,0.5,0.52,0.32,0.72,,Medium,South Asia,0.72,0.36,Medium
53-7041,9333,Hoist and winch operators,0.88,0.84,0.15,0.7,,High,South Asia,0.72,0.634,Medium
53-7051,9333,Industrial truck and tractor operators,0.89,0.84,0.12,0.72,Warehouse automation rising,High,South Asia,0.72,0.641,Medium
53-7061,9333,Cleaners of vehicles and equipment,0.89,0.84,0.08,0.7,,High,South Asia,0.72,0.641,Medium
53-7062,9111,"Laborer and freight, stock material movers",0.85,0.8,0.1,0.8,Physical task; LMIC labour cost protects,High,South Asia,0.72,0.612,Medium
53-7063,9333,Machine feeders and offbearers,0.97,0.92,0.08,0.72,,High,South Asia,0.72,0.698,Medium
53-7064,9333,"Packers and packagers, hand",0.98,0.94,0.06,0.78,,High,South Asia,0.72,0.706,High
53-7065,9333,Stockers and order fillers,0.97,0.92,0.1,0.72,Warehouse robotics; LMIC lag,High,South Asia,0.72,0.698,Medium
53-7071,9333,Gas compressor and gas pumping station operators,0.68,0.62,0.38,0.52,,Medium,South Asia,0.72,0.49,Medium
53-7072,9333,"Pump operators, except wellhead pumpers",0.8,0.74,0.28,0.55,,High,South Asia,0.72,0.576,Medium
53-7073,9333,Wellhead pumpers,0.8,0.74,0.28,0.6,,High,South Asia,0.72,0.576,Medium
53-7081,9333,Refuse and recyclable material collectors,0.68,0.62,0.1,0.82,Physical route; LMIC labour intensive,Medium,South Asia,0.72,0.49,Medium
53-7111,9333,Mine shuttle car operators,0.87,0.82,0.12,0.8,,High,South Asia,0.72,0.626,Medium
53-7121,9333,"Tank car, truck, and ship loaders",0.89,0.84,0.12,0.75,,High,South Asia,0.72,0.641,Medium
11-1011,1120,Chief executives,0.016,0.1,0.95,0.1,Social/strategic tasks protect from automation globally,Low,East Africa,0.63,0.01,Low
11-1021,1219,General and operations managers,0.016,0.2,0.9,0.1,,Low,East Africa,0.63,0.01,Low
11-2021,1221,Marketing managers,0.014,0.2,0.9,0.05,,Low,East Africa,0.63,0.009,Low
11-3011,1219,Administrative services managers,0.73,0.65,0.55,0.1,Admin coordination partially routine; higher LMIC risk,High,East Africa,0.63,0.46,Medium
11-3031,1211,Financial managers,0.069,0.3,0.85,0.05,,Low,East Africa,0.63,0.043,Low
11-9013,1311,Farmers and ranchers,0.01,0.4,0.6,0.7,Manual/judgment mix; low LMIC automation risk,Low,East Africa,0.63,0.006,Low
11-9041,1324,Engineering managers,0.017,0.15,0.9,0.2,,Low,East Africa,0.63,0.011,Low
11-9111,1219,Medical and health services managers,0.036,0.2,0.85,0.15,,Low,East Africa,0.63,0.023,Low
15-1131,2512,Computer programmers,0.48,0.3,0.9,0.05,Routine coding automatable; creative design less so,Medium,East Africa,0.63,0.302,Medium
15-1132,2512,"Software developers, applications",0.042,0.1,0.95,0.05,High cognitive creativity; durable,Low,East Africa,0.63,0.026,Low
15-1133,2512,"Software developers, systems software",0.042,0.1,0.95,0.05,,Low,East Africa,0.63,0.026,Low
15-1121,2521,Computer systems analysts,0.656,0.55,0.75,0.05,Analytical but routine-heavy portions automatable,Medium,East Africa,0.63,0.413,Medium
15-1141,2529,Database administrators,0.77,0.7,0.65,0.05,Routine DB tasks highly automatable,High,East Africa,0.63,0.485,Medium
15-1151,2529,Computer user support specialists,0.65,0.6,0.6,0.1,Tier-1 support routinisable; high LMIC risk,Medium,East Africa,0.63,0.41,Medium
17-2051,2149,Civil engineers,0.018,0.2,0.9,0.3,,Low,East Africa,0.63,0.011,Low
17-2071,2151,Electrical engineers,0.15,0.25,0.88,0.25,,Low,East Africa,0.63,0.094,Low
17-2141,2144,Mechanical engineers,0.01,0.2,0.9,0.3,,Low,East Africa,0.63,0.006,Low
19-1011,2131,Animal scientists,0.028,0.2,0.85,0.3,,Low,East Africa,0.63,0.018,Low
19-2031,2111,Atmospheric and space scientists,0.02,0.2,0.9,0.1,,Low,East Africa,0.63,0.013,Low
19-3011,2632,Economists,0.43,0.4,0.85,0.05,,Medium,East Africa,0.63,0.271,Low
19-3031,2634,"Clinical, counseling and school psychologists",0.004,0.1,0.85,0.15,Social intelligence bottleneck,Low,East Africa,0.63,0.003,Low
19-3051,2635,Urban and regional planners,0.032,0.25,0.85,0.15,,Low,East Africa,0.63,0.02,Low
19-4021,3116,Biological technicians,0.83,0.7,0.55,0.5,Lab routine tasks highly automatable,High,East Africa,0.63,0.523,Medium
21-1011,2635,Substance abuse counselors,0.013,0.1,0.75,0.2,Social intelligence bottleneck,Low,East Africa,0.63,0.008,Low
21-1021,2635,"Child, family, and school social workers",0.032,0.1,0.75,0.2,,Low,East Africa,0.63,0.02,Low
23-1011,2611,Lawyers,0.035,0.25,0.9,0.05,,Low,East Africa,0.63,0.022,Low
25-2011,2341,Preschool teachers,0.007,0.1,0.8,0.3,Social/care bottleneck; low automation globally,Low,East Africa,0.63,0.004,Low
25-2021,2341,Elementary school teachers,0.009,0.1,0.9,0.2,,Low,East Africa,0.63,0.006,Low
25-2022,2342,Middle school teachers,0.009,0.1,0.9,0.2,,Low,East Africa,0.63,0.006,Low
25-2031,2330,Secondary school teachers,0.009,0.1,0.9,0.2,,Low,East Africa,0.63,0.006,Low
25-3011,2359,Adult literacy instructors,0.55,0.45,0.7,0.15,,Medium,East Africa,0.63,0.347,Medium
27-1011,2651,Art directors,0.023,0.1,0.9,0.1,Creative intelligence bottleneck,Low,East Africa,0.63,0.014,Low
27-1014,2651,Multimedia artists and animators,0.042,0.15,0.88,0.1,,Low,East Africa,0.63,0.026,Low
27-2012,2652,Producers and directors,0.012,0.1,0.9,0.1,,Low,East Africa,0.63,0.008,Low
27-3011,2641,Radio and television announcers,0.83,0.65,0.5,0.1,Routine broadcast tasks highly automatable,High,East Africa,0.63,0.523,Medium
27-3031,2641,Public relations specialists,0.18,0.25,0.8,0.05,,Low,East Africa,0.63,0.113,Low
27-3041,2642,Editors,0.056,0.3,0.85,0.05,,Low,East Africa,0.63,0.035,Low
27-4011,3521,Audio and video equipment technicians,0.29,0.45,0.6,0.4,,Low,East Africa,0.63,0.183,Low
29-1011,2212,"Internists, general",0.004,0.1,0.9,0.4,Clinical judgment bottleneck,Low,East Africa,0.63,0.003,Low
29-1051,2211,Family and general practitioners,0.004,0.1,0.9,0.4,,Low,East Africa,0.63,0.003,Low
29-1111,2221,Registered nurses,0.009,0.15,0.8,0.5,Social/care bottleneck,Low,East Africa,0.63,0.006,Low
29-1141,2221,Registered nurses (duplicated group),0.009,0.15,0.8,0.5,,Low,East Africa,0.63,0.006,Low
29-2011,3213,Medical and clinical laboratory technologists,0.45,0.55,0.65,0.4,Routine lab tasks automatable,Medium,East Africa,0.63,0.284,Low
29-2012,3213,Medical and clinical laboratory technicians,0.69,0.65,0.55,0.4,Higher routine share than technologists,Medium,East Africa,0.63,0.435,Medium
29-2021,3211,Dental hygienists,0.19,0.3,0.7,0.55,,Low,East Africa,0.63,0.12,Low
29-2032,3212,Diagnostic medical sonographers,0.65,0.6,0.65,0.3,,Medium,East Africa,0.63,0.41,Medium
29-2052,3212,Pharmacy technicians,0.92,0.85,0.4,0.35,Highly routinised dispensing tasks,High,East Africa,0.63,0.58,Medium
29-2061,3212,Licensed practical and vocational nurses,0.098,0.2,0.7,0.55,,Low,East Africa,0.63,0.062,Low
29-9011,3259,Occupational health and safety specialists,0.014,0.2,0.8,0.3,,Low,East Africa,0.63,0.009,Low
31-1011,5321,Home health aides,0.35,0.3,0.5,0.65,Physical care tasks hard to automate in LMIC,Medium,East Africa,0.63,0.22,Low
31-9091,3211,Dental assistants,0.67,0.6,0.55,0.55,,Medium,East Africa,0.63,0.422,Medium
31-9092,3212,Medical assistants,0.73,0.65,0.55,0.4,,High,East Africa,0.63,0.46,Medium
43-1011,4110,First-line supervisors of office workers,0.27,0.4,0.7,0.1,,Low,East Africa,0.63,0.17,Low
43-2011,4224,Switchboard operators,0.96,0.9,0.25,0.05,Near-fully automatable,High,East Africa,0.63,0.605,Medium
43-3011,4214,Bill and account collectors,0.899,0.85,0.35,0.05,Rule-based collections highly automatable,High,East Africa,0.63,0.566,Medium
43-3021,4312,Billing and posting clerks,0.96,0.9,0.25,0.05,,High,East Africa,0.63,0.605,Medium
43-3031,4312,"Bookkeeping, accounting clerks",0.98,0.92,0.3,0.05,Very high routine; automation likely soon,High,East Africa,0.63,0.617,Medium
43-3051,4132,Payroll and timekeeping clerks,0.97,0.9,0.3,0.05,,High,East Africa,0.63,0.611,Medium
43-3071,4212,Tellers,0.98,0.92,0.25,0.1,Already displaced by ATMs in urban areas,High,East Africa,0.63,0.617,Medium
43-4031,4221,"Court, municipal, and license clerks",0.97,0.9,0.3,0.05,,High,East Africa,0.63,0.611,Medium
43-4051,4115,Customer service representatives,0.55,0.65,0.45,0.05,Chat automation rising; LMIC voice support remains,Medium,East Africa,0.63,0.347,Medium
43-4061,4132,"Eligibility interviewers, government",0.96,0.88,0.35,0.05,,High,East Africa,0.63,0.605,Medium
43-4071,4419,File clerks,0.976,0.92,0.2,0.15,,High,East Africa,0.63,0.615,Medium
43-4111,4221,"Interviewers, except eligibility",0.92,0.82,0.35,0.05,,High,East Africa,0.63,0.58,Medium
43-4151,4131,Order clerks,0.98,0.92,0.2,0.05,,High,East Africa,0.63,0.617,Medium
43-4161,4416,Human resources assistants,0.9,0.8,0.4,0.05,,High,East Africa,0.63,0.567,Medium
43-5011,4321,Cargo and freight agents,0.9,0.82,0.35,0.1,,High,East Africa,0.63,0.567,Medium
43-5021,4323,Couriers and messengers,0.67,0.6,0.2,0.55,Physical delivery less automatable in LMIC,Medium,East Africa,0.63,0.422,Medium
43-5031,4321,"Dispatchers, except police/fire",0.83,0.75,0.4,0.05,,High,East Africa,0.63,0.523,Medium
43-5051,4321,Postal service clerks,0.95,0.88,0.25,0.2,,High,East Africa,0.63,0.598,Medium
43-5061,4321,"Production, planning clerks",0.95,0.88,0.35,0.1,,High,East Africa,0.63,0.598,Medium
43-5071,4323,"Shipping, receiving clerks",0.86,0.78,0.25,0.35,,High,East Africa,0.63,0.542,Medium
43-5111,4323,"Weighers, measurers, checkers",0.98,0.92,0.2,0.3,,High,East Africa,0.63,0.617,Medium
43-6011,4120,Executive secretaries and admin assistants,0.4,0.55,0.6,0.05,,Medium,East Africa,0.63,0.252,Low
43-6012,4120,Legal secretaries,0.98,0.88,0.35,0.05,,High,East Africa,0.63,0.617,Medium
43-6013,4120,Medical secretaries,0.91,0.82,0.38,0.05,,High,East Africa,0.63,0.573,Medium
43-6014,4120,Secretaries and admin assistants,0.96,0.88,0.3,0.05,,High,East Africa,0.63,0.605,Medium
43-9011,4312,Computer operators,0.98,0.92,0.28,0.05,,High,East Africa,0.63,0.617,Medium
43-9021,4131,Data entry keyers,0.99,0.95,0.15,0.05,Highest routine; near-certain automation,High,East Africa,0.63,0.624,Medium
43-9041,4212,Insurance claims clerks,0.98,0.92,0.25,0.05,,High,East Africa,0.63,0.617,Medium
43-9051,4419,Mail clerks and mail machine operators,0.98,0.9,0.2,0.25,,High,East Africa,0.63,0.617,Medium
43-9061,4131,"Office clerks, general",0.96,0.88,0.28,0.1,,High,East Africa,0.63,0.605,Medium
43-9071,4419,"Office machine operators, except computer",0.97,0.9,0.2,0.2,,High,East Africa,0.63,0.611,Medium
43-9111,4131,Statistical assistants,0.76,0.7,0.5,0.05,,High,East Africa,0.63,0.479,Medium
35-1011,5120,Chefs and head cooks,0.096,0.25,0.65,0.7,Creative/manual mix; low automation in LMIC,Low,East Africa,0.63,0.06,Low
35-1012,5120,"First-line supervisors, food prep",0.19,0.35,0.6,0.5,,Low,East Africa,0.63,0.12,Low
35-2011,5120,"Cooks, fast food",0.81,0.75,0.25,0.65,Routine food prep highly automatable,High,East Africa,0.63,0.51,Medium
35-2012,5120,"Cooks, institution and cafeteria",0.73,0.68,0.28,0.65,,High,East Africa,0.63,0.46,Medium
35-2013,5120,"Cooks, private household",0.34,0.45,0.4,0.7,Social/domestic context protects somewhat,Medium,East Africa,0.63,0.214,Low
35-2014,5120,"Cooks, restaurant",0.46,0.5,0.45,0.7,,Medium,East Africa,0.63,0.29,Low
35-3011,5131,Bartenders,0.77,0.68,0.35,0.55,,High,East Africa,0.63,0.485,Medium
35-3021,5131,Combined food prep and serving workers,0.92,0.85,0.2,0.55,,High,East Africa,0.63,0.58,Medium
35-3031,5131,Dining room and cafeteria attendants,0.67,0.62,0.2,0.55,,Medium,East Africa,0.63,0.422,Medium
35-3041,5131,"Food servers, nonrestaurant",0.94,0.88,0.18,0.5,,High,East Africa,0.63,0.592,Medium
35-9011,5111,Dining room and cafeteria attendants,0.67,0.62,0.2,0.55,,Medium,East Africa,0.63,0.422,Medium
35-9021,5151,Dishwashers,0.64,0.6,0.1,0.7,,Medium,East Africa,0.63,0.403,Medium
39-1021,5142,First-line supervisors of personal service,0.12,0.25,0.65,0.35,,Low,East Africa,0.63,0.076,Low
39-2011,5164,Animal trainers,0.71,0.55,0.4,0.55,,High,East Africa,0.63,0.447,Medium
39-3011,5141,Gaming dealers,0.99,0.95,0.15,0.2,,High,East Africa,0.63,0.624,Medium
39-3021,5141,Motion picture projectionists,0.97,0.9,0.15,0.15,,High,East Africa,0.63,0.611,Medium
39-4011,5163,Embalmers,0.06,0.3,0.55,0.65,Perception/manipulation bottleneck,Low,East Africa,0.63,0.038,Low
39-4021,5163,Funeral attendants,0.3,0.4,0.4,0.5,,Medium,East Africa,0.63,0.189,Low
39-5011,5141,Barbers,0.11,0.25,0.35,0.8,Manual dexterity/social; low LMIC automation risk,Low,East Africa,0.63,0.069,Low
39-5012,5141,"Hairdressers, hairstylists, cosmetologists",0.11,0.22,0.38,0.8,,Low,East Africa,0.63,0.069,Low
39-5091,5141,"Makeup artists, theatrical and performance",0.06,0.2,0.5,0.8,,Low,East Africa,0.63,0.038,Low
39-5092,5141,Manicurists and pedicurists,0.34,0.4,0.25,0.8,,Medium,East Africa,0.63,0.214,Low
39-5093,5141,Shampooers,0.84,0.78,0.15,0.6,,High,East Africa,0.63,0.529,Medium
39-5094,5141,Skin care specialists,0.38,0.42,0.4,0.7,,Medium,East Africa,0.63,0.239,Low
39-6011,5111,Concierges,0.53,0.5,0.5,0.2,,Medium,East Africa,0.63,0.334,Medium
39-6012,5111,Baggage porters and bellhops,0.75,0.65,0.2,0.65,,High,East Africa,0.63,0.473,Medium
39-7011,5113,Tour guides,0.21,0.28,0.6,0.3,,Low,East Africa,0.63,0.132,Low
39-9011,5322,Childcare workers,0.08,0.15,0.6,0.55,Care/social bottleneck; low LMIC automation,Low,East Africa,0.63,0.05,Low
39-9021,5322,Personal care aides,0.35,0.3,0.5,0.65,,Medium,East Africa,0.63,0.22,Low
39-9031,5152,Fitness trainers and aerobics instructors,0.143,0.22,0.6,0.7,,Low,East Africa,0.63,0.09,Low
39-9032,5153,Recreation workers,0.28,0.35,0.55,0.55,,Low,East Africa,0.63,0.176,Low
41-2011,5220,Cashiers,0.97,0.92,0.18,0.25,Self-checkout automation spreading,High,East Africa,0.63,0.611,Medium
41-2021,5220,Counter and rental clerks,0.9,0.85,0.22,0.2,,High,East Africa,0.63,0.567,Medium
41-2022,5220,Parts salespersons,0.77,0.7,0.35,0.2,,High,East Africa,0.63,0.485,Medium
41-2031,5220,Retail salespersons,0.92,0.82,0.28,0.3,Online retail automation displacing in urban LMIC,High,East Africa,0.63,0.58,Medium
41-3011,3321,Advertising sales agents,0.54,0.5,0.6,0.05,,Medium,East Africa,0.63,0.34,Medium
41-3021,3322,Insurance sales agents,0.92,0.82,0.45,0.05,,High,East Africa,0.63,0.58,Medium
41-3031,3311,"Securities, commodities, financial agents",0.54,0.55,0.7,0.05,,Medium,East Africa,0.63,0.34,Medium
41-3041,3321,Travel agents,0.99,0.95,0.35,0.05,Near-fully automated by online platforms,High,East Africa,0.63,0.624,Medium
41-9011,3321,Demonstrators and product promoters,0.4,0.5,0.4,0.25,,Medium,East Africa,0.63,0.252,Low
41-9021,5223,Real estate brokers,0.86,0.72,0.5,0.1,,High,East Africa,0.63,0.542,Medium
41-9022,5223,Real estate sales agents,0.97,0.85,0.4,0.1,,High,East Africa,0.63,0.611,Medium
41-9041,3321,Telemarketers,0.99,0.95,0.2,0.05,Automated by IVR/chatbots; already high LMIC risk,High,East Africa,0.63,0.624,Medium
45-1011,6111,First-line supervisors of farming workers,0.097,0.3,0.65,0.6,Judgment in irregular tasks protects,Low,East Africa,0.63,0.061,Low
45-2011,6111,Agricultural inspectors,0.55,0.55,0.6,0.45,,Medium,East Africa,0.63,0.347,Medium
45-2041,6111,Graders and sorters of agricultural products,0.91,0.85,0.15,0.65,Routine sorting highly automatable,High,East Africa,0.63,0.573,Medium
45-2091,6121,Agricultural equipment operators,0.55,0.55,0.3,0.75,Precision ag automation; LMIC lag due to costs,Medium,East Africa,0.63,0.347,Medium
45-2092,6113,"Farmworkers and laborers, crop",0.85,0.78,0.1,0.9,Routine harvest; LMIC low automation due to cheap labour,High,East Africa,0.63,0.536,Medium
45-2093,6121,"Farmworkers, farm equipment operators",0.63,0.6,0.2,0.8,,Medium,East Africa,0.63,0.397,Medium
45-4011,6310,Forest and conservation workers,0.27,0.4,0.45,0.8,,Low,East Africa,0.63,0.17,Low
45-4021,6310,Fallers,0.43,0.5,0.2,0.85,,Medium,East Africa,0.63,0.271,Low
45-4022,6310,Logging equipment operators,0.64,0.6,0.2,0.8,,Medium,East Africa,0.63,0.403,Medium
45-4023,6310,Log graders and scalers,0.55,0.55,0.3,0.65,,Medium,East Africa,0.63,0.347,Medium
47-1011,7110,First-line supervisors of construction,0.1,0.25,0.7,0.55,Coordination role protects,Low,East Africa,0.63,0.063,Low
47-2011,7131,Boilermakers,0.38,0.45,0.45,0.8,,Medium,East Africa,0.63,0.239,Low
47-2021,7112,Brickmasons and blockmasons,0.7,0.62,0.2,0.9,Physical/irregular protects in LMIC,High,East Africa,0.63,0.441,Medium
47-2022,7112,Stonemasons,0.7,0.62,0.2,0.9,,High,East Africa,0.63,0.441,Medium
47-2031,7131,Carpenters,0.33,0.42,0.35,0.85,,Medium,East Africa,0.63,0.208,Low
47-2041,7131,Carpet installers,0.49,0.5,0.2,0.85,,Medium,East Africa,0.63,0.309,Medium
47-2042,7131,"Floor layers, except carpet",0.39,0.45,0.2,0.85,,Medium,East Africa,0.63,0.246,Low
47-2044,7131,Tile and marble setters,0.39,0.45,0.2,0.85,,Medium,East Africa,0.63,0.246,Low
47-2051,7121,Cement masons and concrete finishers,0.7,0.65,0.15,0.9,,High,East Africa,0.63,0.441,Medium
47-2061,7131,Construction laborers,0.88,0.8,0.1,0.9,Physical routine; LMIC labour cost protects,High,East Africa,0.63,0.554,Medium
47-2071,7123,"Paving, surfacing, and tamping operators",0.88,0.82,0.12,0.85,,High,East Africa,0.63,0.554,Medium
47-2111,7131,Electricians,0.15,0.28,0.55,0.8,Perception/manipulation in irregular settings,Low,East Africa,0.63,0.094,Low
47-2121,7131,Glaziers,0.75,0.68,0.2,0.82,,High,East Africa,0.63,0.473,Medium
47-2131,7131,"Insulation workers, floor, ceiling, wall",0.61,0.58,0.15,0.85,,Medium,East Africa,0.63,0.384,Medium
47-2132,7131,"Insulation workers, mechanical",0.58,0.55,0.18,0.82,,Medium,East Africa,0.63,0.365,Medium
47-2141,7131,"Painters, construction and maintenance",0.38,0.45,0.25,0.85,,Medium,East Africa,0.63,0.239,Low
47-2151,7131,Pipelayers,0.71,0.65,0.18,0.87,,High,East Africa,0.63,0.447,Medium
47-2152,7126,"Plumbers, pipefitters, steamfitters",0.38,0.42,0.4,0.82,,Medium,East Africa,0.63,0.239,Low
47-2161,7131,Plasterers and stucco masons,0.76,0.68,0.15,0.88,,High,East Africa,0.63,0.479,Medium
47-2181,7131,Roofers,0.9,0.82,0.1,0.9,,High,East Africa,0.63,0.567,Medium
47-2211,7131,Sheet metal workers,0.68,0.6,0.3,0.82,,Medium,East Africa,0.63,0.428,Medium
47-2221,7131,Structural iron and steel workers,0.87,0.78,0.15,0.88,,High,East Africa,0.63,0.548,Medium
47-3011,7131,"Helpers--Brickmasons, blockmasons",0.97,0.9,0.08,0.9,,High,East Africa,0.63,0.611,Medium
47-3012,7131,Helpers--Carpenters,0.97,0.9,0.08,0.9,,High,East Africa,0.63,0.611,Medium
47-3013,7131,Helpers--Electricians,0.87,0.8,0.18,0.82,,High,East Africa,0.63,0.548,Medium
47-3014,7131,"Helpers--Painters, paperhangers, plasterers",0.94,0.88,0.1,0.88,,High,East Africa,0.63,0.592,Medium
47-3015,7131,"Helpers--Pipelayers, plumbers, pipefitters",0.94,0.88,0.12,0.88,,High,East Africa,0.63,0.592,Medium
47-3016,7131,Helpers--Roofers,0.97,0.9,0.08,0.9,,High,East Africa,0.63,0.611,Medium
47-4011,7131,Construction and building inspectors,0.12,0.28,0.72,0.4,Judgment/safety role; durable,Low,East Africa,0.63,0.076,Low
47-4041,7131,Hazardous materials removal workers,0.19,0.35,0.45,0.75,,Low,East Africa,0.63,0.12,Low
47-4051,7131,Highway maintenance workers,0.75,0.68,0.15,0.87,,High,East Africa,0.63,0.473,Medium
47-4061,7131,Rail-track laying and maintenance equipment ops,0.66,0.6,0.18,0.85,,Medium,East Africa,0.63,0.416,Medium
49-1011,7231,First-line supervisors of mechanics,0.14,0.28,0.68,0.55,,Low,East Africa,0.63,0.088,Low
49-3011,7231,Aircraft mechanics and service technicians,0.15,0.3,0.65,0.72,Safety bottleneck,Low,East Africa,0.63,0.094,Low
